churn_percentage,avg_monthly_month_to_month,avg_monthly_one_year,avg_monthly_two_year,new_customers,regular_customers,loyal_customers,champion_customers
25.6,67.29799635701275,68.18406862745098,63.26983805668016,321,268,202,209
