city,time,pm2_5,pm10,ozone
kolkata,2025-12-15 01:00:00,162.1,167.6,47
bangalore,2025-12-15 02:00:00,50.6,52.7,90
hyderabad,2025-12-15 02:00:00,69.6,71.5,97
bangalore,2025-12-15 02:00:00,50.6,52.7,90
kolkata,2025-12-15 02:00:00,156.5,161.6,83
mumbai,2025-12-15 02:00:00,44.0,44.9,54
delhi,2025-12-15 02:00:00,185.8,187.2,31
hyderabad,2025-12-15 02:00:00,69.6,71.5,97
delhi,2025-12-15 02:00:00,185.8,187.2,31
mumbai,2025-12-15 02:00:00,44.0,44.9,54
mumbai,2025-12-15 03:00:00,49.1,50.1,61
mumbai,2025-12-15 03:00:00,49.1,50.1,61
delhi,2025-12-15 03:00:00,183.0,183.9,46
bangalore,2025-12-15 03:00:00,50.3,52.2,98
delhi,2025-12-15 03:00:00,183.0,183.9,46
hyderabad,2025-12-15 03:00:00,58.0,59.1,101
kolkata,2025-12-15 03:00:00,126.7,129.9,117
hyderabad,2025-12-15 03:00:00,58.0,59.1,101
bangalore,2025-12-15 03:00:00,50.3,52.2,98
delhi,2025-12-15 04:00:00,158.3,159.3,93
hyderabad,2025-12-15 04:00:00,41.6,43.0,121
mumbai,2025-12-15 04:00:00,52.6,53.6,97
bangalore,2025-12-15 04:00:00,46.0,48.1,112
mumbai,2025-12-15 04:00:00,52.6,53.6,97
kolkata,2025-12-15 04:00:00,95.2,98.3,148
delhi,2025-12-15 04:00:00,158.3,159.3,93
hyderabad,2025-12-15 04:00:00,41.6,43.0,121
bangalore,2025-12-15 04:00:00,46.0,48.1,112
bangalore,2025-12-15 05:00:00,39.2,41.7,129
mumbai,2025-12-15 05:00:00,53.4,54.6,151
hyderabad,2025-12-15 05:00:00,36.9,38.3,148
hyderabad,2025-12-15 05:00:00,36.9,38.3,148
mumbai,2025-12-15 05:00:00,53.4,54.6,151
bangalore,2025-12-15 05:00:00,39.2,41.7,129
kolkata,2025-12-15 05:00:00,57.0,60.8,178
delhi,2025-12-15 05:00:00,131.3,132.2,156
delhi,2025-12-15 05:00:00,131.3,132.2,156
mumbai,2025-12-15 06:00:00,54.4,55.6,205
kolkata,2025-12-15 06:00:00,38.1,42.3,201
mumbai,2025-12-15 06:00:00,54.4,55.6,205
hyderabad,2025-12-15 06:00:00,33.9,35.4,168
delhi,2025-12-15 06:00:00,93.6,95.2,200
bangalore,2025-12-15 06:00:00,32.4,34.9,141
hyderabad,2025-12-15 06:00:00,33.9,35.4,168
delhi,2025-12-15 06:00:00,93.6,95.2,200
bangalore,2025-12-15 06:00:00,32.4,34.9,141
delhi,2025-12-15 07:00:00,64.0,65.7,210
hyderabad,2025-12-15 07:00:00,32.6,34.2,174
bangalore,2025-12-15 07:00:00,26.9,29.4,144
mumbai,2025-12-15 07:00:00,57.6,58.9,263
hyderabad,2025-12-15 07:00:00,32.6,34.2,174
kolkata,2025-12-15 07:00:00,35.5,39.8,215
mumbai,2025-12-15 07:00:00,57.6,58.9,263
delhi,2025-12-15 07:00:00,64.0,65.7,210
bangalore,2025-12-15 07:00:00,26.9,29.4,144
delhi,2025-12-15 08:00:00,49.4,51.1,201
bangalore,2025-12-15 08:00:00,23.3,25.8,141
hyderabad,2025-12-15 08:00:00,32.4,34.0,172
mumbai,2025-12-15 08:00:00,69.2,70.5,322
bangalore,2025-12-15 08:00:00,23.3,25.8,141
delhi,2025-12-15 08:00:00,49.4,51.1,201
mumbai,2025-12-15 08:00:00,69.2,70.5,322
hyderabad,2025-12-15 08:00:00,32.4,34.0,172
kolkata,2025-12-15 08:00:00,35.4,39.6,220
mumbai,2025-12-15 09:00:00,74.7,75.9,353
bangalore,2025-12-15 09:00:00,21.9,24.5,136
hyderabad,2025-12-15 09:00:00,32.2,34.0,167
bangalore,2025-12-15 09:00:00,21.9,24.5,136
hyderabad,2025-12-15 09:00:00,32.2,34.0,167
delhi,2025-12-15 09:00:00,44.4,46.1,185
delhi,2025-12-15 09:00:00,44.4,46.1,185
mumbai,2025-12-15 09:00:00,74.7,75.9,353
kolkata,2025-12-15 09:00:00,35.3,39.3,216
bangalore,2025-12-15 10:00:00,22.4,25.0,127
hyderabad,2025-12-15 10:00:00,32.5,34.2,156
delhi,2025-12-15 10:00:00,43.3,44.9,162
kolkata,2025-12-15 10:00:00,36.2,40.0,194
bangalore,2025-12-15 10:00:00,22.4,25.0,127
delhi,2025-12-15 10:00:00,43.3,44.9,162
mumbai,2025-12-15 10:00:00,69.8,71.2,333
mumbai,2025-12-15 10:00:00,69.8,71.2,333
hyderabad,2025-12-15 10:00:00,32.5,34.2,156
mumbai,2025-12-15 11:00:00,58.1,59.6,285
hyderabad,2025-12-15 11:00:00,33.3,35.0,142
delhi,2025-12-15 11:00:00,45.4,46.8,132
delhi,2025-12-15 11:00:00,45.4,46.8,132
bangalore,2025-12-15 11:00:00,24.2,26.6,115
mumbai,2025-12-15 11:00:00,58.1,59.6,285
kolkata,2025-12-15 11:00:00,52.0,54.9,162
bangalore,2025-12-15 11:00:00,24.2,26.6,115
hyderabad,2025-12-15 11:00:00,33.3,35.0,142
bangalore,2025-12-15 12:00:00,28.9,30.7,107
delhi,2025-12-15 12:00:00,56.9,58.1,111
hyderabad,2025-12-15 12:00:00,37.1,38.5,131
mumbai,2025-12-15 12:00:00,51.0,52.6,248
kolkata,2025-12-15 12:00:00,76.1,78.9,138
bangalore,2025-12-15 12:00:00,28.9,30.7,107
mumbai,2025-12-15 12:00:00,51.0,52.6,248
delhi,2025-12-15 12:00:00,56.9,58.1,111
hyderabad,2025-12-15 12:00:00,37.1,38.5,131
